Forecast timestamp;Position;Forecast base;Temperature;2 metre temperature;Total Precipitation;Relative humidity;Downward long-wave radiation flux;Downward short-wave radiation flux;Wind speed (gust);u-component of wind (gust);v-component of wind (gust);2 metre dewpoint temperature;Minimum temperature at 2 metres in the last 6 hours;Maximum temperature at 2 metres in the last 6 hours;Total Cloud Cover
2019-11-06T10:00:00+01:00;45.0,12.5;2019-11-05T01:00:00+01:00;17.157.876.586.914.000;14.810.906.982.421.800;150.390.625;6.826.056.098.937.980;39152474.0;8.390.656.000.000.000;6.048.026.517.033.570;421.466.064.453.125;4.340.850.830.078.120;9.020.913.696.289.080;;;13.000.000.009.999.900
2019-11-06T19:00:00+01:00;45.5,11.0;2019-11-05T01:00:00+01:00;8.220.925.903.320.330;893.518.981.933.596;73.203.125;893.750.638.961.792;49215820.0;8.697.856.000.000.000;21.193.637.922.406.100;-0.4767303466796875;-2.060.943.603.515.620;7.282.830.810.546.890;;;39.000.000.009.999.900
2019-11-06T19:00:00+01:00;45.5,11.5;2019-11-05T01:00:00+01:00;9.814.675.903.320.330;1.012.268.981.933.590;15.328.125;991.875.638.961.792;52927820.0;5.623.808.000.000.000;20.412.387.922.406.100;0.5076446533203125;-1.982.818.603.515.620;10.001.580.810.546.800;;;6.500.000.001
2019-11-06T19:00:00+01:00;44.5,11.0;2019-11-05T01:00:00+01:00;8.720.925.903.320.330;959.143.981.933.596;25.390.625;894.063.138.961.792;48146764.0;11.181.056.000.000.000;0.8459262922406197;0.8201446533203125;-0.217193603515625;7.939.080.810.546.890;;;31.000.000.009.999.900
2019-11-06T19:00:00+01:00;45.5,10.5;2019-11-05T01:00:00+01:00;10.158.425.903.320.300;1.043.518.981.933.590;14.625;981.563.138.961.792;53036364.0;6.255.616.000.000.000;0.40842629224061966;-0.0548553466796875;0.407806396484375;10.157.830.810.546.800;;;9.100.000.001
2019-11-06T19:00:00+01:00;45.5,12.0;2019-11-05T01:00:00+01:00;11.033.425.903.320.300;1.146.643.981.933.590;116.328.125;974.688.138.961.792;53597516.0;9.473.024.000.000.000;23.771.762.922.406.100;-0.9767303466796875;-2.170.318.603.515.620;11.064.080.810.546.800;;;6.750.000.001
2019-11-06T19:00:00+01:00;45.0,11.5;2019-11-05T01:00:00+01:00;10.283.425.903.320.300;1.099.768.981.933.590;48.515.625;965.938.138.961.792;52121932.0;9.997.312.000.000.000;27.521.762.922.406.100;23.357.696.533.203.100;-1.451.568.603.515.620;10.470.330.810.546.800;;;16.000.000.009.999.900
2019-11-06T19:00:00+01:00;45.0,11.0;2019-11-05T01:00:00+01:00;10.627.175.903.320.300;1.118.518.981.933.590;6.75;961.250.638.961.792;53108044.0;9.886.720.000.000.000;25.959.262.922.406.100;25.232.696.533.203.100;0.595306396484375;10.595.330.810.546.800;;;39.000.000.009.999.900
2019-11-06T19:00:00+01:00;44.5,10.5;2019-11-05T01:00:00+01:00;7.783.425.903.320.330;843.518.981.933.596;5.859.375;837.188.138.961.792;45079884.0;12.737.536.000.000.000;14.006.137.922.406.100;11.951.446.533.203.100;-0.717193603515625;5.845.330.810.546.890;;;1.00E+07
2019-11-06T19:00:00+01:00;45.5,12.5;2019-11-05T01:00:00+01:00;14.033.425.903.320.300;1.281.018.981.933.590;110.703.125;923.125.638.961.792;52895052.0;11.206.656.000.000.000;38.849.887.922.406.100;12.888.946.533.203.100;-3.670.318.603.515.620;11.595.330.810.546.800;;;46.500.000.009.999.900
2019-11-06T19:00:00+01:00;45.0,12.0;2019-11-05T01:00:00+01:00;10.283.425.903.320.300;1.106.018.981.933.590;4.078.125;969.688.138.961.792;50061644.0;12.664.832.000.000.000;32.131.137.922.406.100;-0.3673553466796875;-3.185.943.603.515.620;10.595.330.810.546.800;;;61.000.000.009.999.900
2019-11-06T19:00:00+01:00;45.0,12.5;2019-11-05T01:00:00+01:00;16.564.675.903.320.300;1.499.768.981.933.590;30.234.375;736.875.638.961.792;49677644.0;13.927.424.000.000.000;38.849.887.922.406.100;33.201.446.533.203.100;2.017.181.396.484.370;10.314.080.810.546.800;;;19.000.000.009.999.900
2019-11-06T19:00:00+01:00;44.5,12.0;2019-11-05T01:00:00+01:00;11.033.425.903.320.300;1.168.518.981.933.590;271.875;900.938.138.961.792;49028428.0;13.473.792.000.000.000;38.615.512.922.406.100;35.388.946.533.203.100;1.548.431.396.484.370;10.126.580.810.546.800;;;18.500.000.009.999.900
2019-11-06T19:00:00+01:00;45.0,10.5;2019-11-05T01:00:00+01:00;9.658.425.903.320.330;1.043.518.981.933.590;24.375;952.188.138.961.792;52075852.0;9.307.136.000.000.000;18.146.762.922.406.100;13.513.946.533.203.100;1.204.681.396.484.370;9.689.080.810.546.890;;;28.500.000.009.999.900
2019-11-06T19:00:00+01:00;44.5,11.5;2019-11-05T01:00:00+01:00;9.783.425.903.320.330;1.062.268.981.933.590;234.375;902.500.638.961.792;48995660.0;12.984.320.000.000.000;32.678.012.922.406.100;26.170.196.533.203.100;1.954.681.396.484.370;9.095.330.810.546.890;;;26.500.000.009.999.900
2019-11-06T19:00:00+01:00;44.5,12.5;2019-11-05T01:00:00+01:00;17.658.425.903.320.300;1.552.893.981.933.590;1.290.625;685.000.638.961.792;51035468.0;10.989.568.000.000.000;1.078.342.629.224.060;74.920.196.533.203.100;7.751.556.396.484.370;9.751.580.810.546.890;;;10.000.000.099.999.900
2019-11-06T04:00:00+01:00;45.0,11.5;2019-11-05T01:00:00+01:00;921.723.327.636.721;886.042.175.292.971;4.578.125;1.000.083.179.473.870;33691446.0;4.947.968.000.000.000;4.061.989.292.502.400;39.554.290.771.484.300;-0.9011383056640625;8.865.472.412.109.390;;;10.000.000.001
2019-11-06T04:00:00+01:00;44.5,10.5;2019-11-05T01:00:00+01:00;893.598.327.636.721;1.026.667.175.292.970;556.640.625;660.395.679.473.877;29086518.0;7.429.120.000.000.000;12.202.614.292.502.400;9.924.179.077.148.430;71.301.116.943.359.300;4.209.222.412.109.390;;;17.000.000.009.999.900
2019-11-06T04:00:00+01:00;44.5,12.0;2019-11-05T01:00:00+01:00;1.081.098.327.636.720;1.311.042.175.292.970;205.078.125;58.789.567.947.387.600;32347958.0;5.910.528.000.000.000;10.686.989.292.502.400;65.804.290.771.484.300;8.426.986.694.335.930;5.240.472.412.109.390;;;8.500.000.001
2019-11-06T04:00:00+01:00;44.5,12.5;2019-11-05T01:00:00+01:00;1.765.473.327.636.720;1.570.417.175.292.970;108.984.375;62.477.067.947.387.600;33854262.0;4.814.848.000.000.000;9.890.114.292.502.400;73.304.290.771.484.300;66.301.116.943.359.300;8.552.972.412.109.390;;;44.000.000.009.999.900
2019-11-06T04:00:00+01:00;45.5,11.0;2019-11-05T01:00:00+01:00;737.348.327.636.721;845.417.175.292.971;68.125;931.958.179.473.877;32831286.0;19.691.520.000.000.000;28.744.892.925.024.000;-0.5133209228515625;-28.386.383.056.640.600;7.427.972.412.109.390;;;23.500.000.009.999.900
2019-11-06T04:00:00+01:00;45.5,12.5;2019-11-05T01:00:00+01:00;1.452.973.327.636.720;1.232.917.175.292.970;1.103.125;933.833.179.473.877;34660150.0;5.188.608.000.000.000;28.588.642.925.024.000;13.929.290.771.484.300;24.894.866.943.359.300;11.271.722.412.109.300;;;7.300.000.001
2019-11-06T04:00:00+01:00;45.0,10.5;2019-11-05T01:00:00+01:00;1.149.848.327.636.720;1.117.292.175.292.970;216.015.625;991.020.679.473.877;34424630.0;29.972.480.000.000.000;19.994.892.925.024.000;0.1116790771484375;19.894.866.943.359.300;11.021.722.412.109.300;;;9.300.000.001
2019-11-06T04:00:00+01:00;45.5,12.0;2019-11-05T01:00:00+01:00;1.062.348.327.636.720;1.082.917.175.292.970;1.119.921.875;986.020.679.473.877;35020598.0;40.325.120.000.000.000;26.557.392.925.024.000;0.9554290771484375;24.894.866.943.359.300;10.615.472.412.109.300;;;6.950.000.001
2019-11-06T04:00:00+01:00;45.0,11.0;2019-11-05T01:00:00+01:00;1.093.598.327.636.720;1.045.417.175.292.970;615.234.375;998.833.179.473.877;34805558.0;4.333.568.000.000.000;37.494.892.925.024.000;33.929.290.771.484.300;15.832.366.943.359.300;10.427.972.412.109.300;;;10.000.000.001
2019-11-06T04:00:00+01:00;45.0,12.0;2019-11-05T01:00:00+01:00;809.223.327.636.721;886.042.175.292.971;3.046.875;909.770.679.473.877;32459574.0;7.141.376.000.000.000;38.276.142.925.024.000;35.804.290.771.484.300;13.488.616.943.359.300;7.459.222.412.109.390;;;28.000.000.009.999.900
2019-11-06T04:00:00+01:00;45.5,10.5;2019-11-05T01:00:00+01:00;1.134.223.327.636.720;1.076.667.175.292.970;1.270.703.125;981.020.679.473.877;35064630.0;20.879.360.000.000.000;17.807.392.925.024.000;0.8929290771484375;-15.417.633.056.640.600;10.490.472.412.109.300;;;9.450.000.001
2019-11-06T04:00:00+01:00;45.5,11.5;2019-11-05T01:00:00+01:00;1.093.598.327.636.720;1.107.917.175.292.970;1.453.125;980.708.179.473.877;34694966.0;12.892.160.000.000.000;7.374.489.292.502.400;48.616.790.771.484.300;55.363.616.943.359.300;10.771.722.412.109.300;;;57.000.000.009.999.900
2019-11-06T04:00:00+01:00;45.0,12.5;2019-11-05T01:00:00+01:00;1.656.098.327.636.720;1.332.917.175.292.970;150.390.625;689.458.179.473.877;32783158.0;6.635.520.000.000.000;8.061.989.292.502.400;57.054.290.771.484.300;57.082.366.943.359.300;7.740.472.412.109.390;;;1.00E+07
2019-11-06T04:00:00+01:00;44.5,11.0;2019-11-05T01:00:00+01:00;587.348.327.636.721;836.042.175.292.971;225.390.625;748.833.179.473.877;31203126.0;5.560.320.000.000.000;26.713.642.925.024.000;0.8616790771484375;25.363.616.943.359.300;4.177.972.412.109.390;;;55.500.000.009.999.900
2019-11-06T04:00:00+01:00;44.5,11.5;2019-11-05T01:00:00+01:00;1.037.348.327.636.720;1.182.917.175.292.970;1.234.375;653.208.179.473.877;31570742.0;8.044.544.000.000.000;8.327.614.292.502.400;71.116.790.771.484.300;43.019.866.943.359.300;5.521.722.412.109.390;;;7.000.000.001
2019-11-07T19:00:00+01:00;45.5,10.5;2019-11-05T01:00:00+01:00;1.025.696.716.308.590;10.075.051.879.882.800;17.921.875;9.799.665.451.049.800;78823632.0;14.372.864.000.000.000;4.352.855.630.218.980;-3.941.619.873.046.870;-18.296.051.025.390.600;9.754.846.191.406.270;;;10.000.000.001
2019-11-07T19:00:00+01:00;45.5,12.5;2019-11-05T01:00:00+01:00;1.338.196.716.308.590;12.606.301.879.882.800;11.140.625;8.974.665.451.049.800;78549200.0;20.416.512.000.000.000;22.434.806.302.189.800;-1.504.119.873.046.870;-16.577.301.025.390.600;10.942.346.191.406.200;;;9.100.000.001
2019-11-07T19:00:00+01:00;44.5,12.5;2019-11-05T01:00:00+01:00;1.766.321.716.308.590;16.825.051.879.882.800;131.796.875;6.221.540.451.049.800;80095440.0;18.411.520.000.000.000;8.040.355.630.218.980;4.277.130.126.953.120;68.110.198.974.609.300;9.567.346.191.406.270;;;33.000.000.009.999.900
2019-11-07T19:00:00+01:00;45.5,11.5;2019-11-05T01:00:00+01:00;935.071.716.308.596;9.793.801.879.882.830;154.765.625;9.837.165.451.049.800;78584016.0;14.710.784.000.000.000;12.434.806.302.189.800;-0.972869873046875;-0.7983551025390625;9.567.346.191.406.270;;;10.000.000.001
2019-11-07T19:00:00+01:00;44.5,10.5;2019-11-05T01:00:00+01:00;891.321.716.308.596;9.856.301.879.882.830;5.859.375;6.959.040.451.049.800;68034768.0;22.327.296.000.000.000;34.466.056.302.189.800;1.589.630.126.953.120;30.610.198.974.609.300;4.567.346.191.406.270;;;10.000.000.001
2019-11-07T19:00:00+01:00;45.0,11.0;2019-11-05T01:00:00+01:00;1.050.696.716.308.590;10.543.801.879.882.800;7.171.875;9.077.790.451.049.800;82522320.0;14.665.728.000.000.000;5.134.105.630.218.980;-4.972.869.873.046.870;-13.139.801.025.390.600;9.098.596.191.406.270;;;10.000.000.001
2019-11-07T19:00:00+01:00;45.5,11.0;2019-11-05T01:00:00+01:00;866.321.716.308.596;9.356.301.879.882.830;7.890.625;9.049.665.451.049.800;74287312.0;17.068.032.000.000.000;5.102.855.630.218.980;-5.004.119.873.046.870;-0.9702301025390625;7.879.846.191.406.270;;;10.000.000.001
2019-11-07T19:00:00+01:00;44.5,12.0;2019-11-05T01:00:00+01:00;1.097.571.716.308.590;12.606.301.879.882.800;284.375;6.755.915.451.049.800;77510864.0;19.742.720.000.000.000;5.665.355.630.218.980;0.620880126953125;56.235.198.974.609.300;6.786.096.191.406.270;;;7.800.000.001
2019-11-07T19:00:00+01:00;45.0,11.5;2019-11-05T01:00:00+01:00;1.047.571.716.308.590;10.606.301.879.882.800;49.921.875;9.009.040.451.049.800;80670928.0;15.632.384.000.000.000;37.747.306.302.189.800;-3.566.619.873.046.870;-12.671.051.025.390.600;9.067.346.191.406.270;;;10.000.000.001
2019-11-07T19:00:00+01:00;45.0,12.5;2019-11-05T01:00:00+01:00;1.666.321.716.308.590;13.668.801.879.882.800;3.234.375;9.209.040.451.049.800;78983376.0;21.344.256.000.000.000;4.571.605.630.218.980;-4.566.619.873.046.870;-0.2671051025390625;12.411.096.191.406.200;;;40.000.000.009.999.900
2019-11-07T19:00:00+01:00;45.0,10.5;2019-11-05T01:00:00+01:00;1.028.821.716.308.590;10.543.801.879.882.800;2.875;9.162.165.451.049.800;81477840.0;13.688.832.000.000.000;6.227.855.630.218.980;-6.222.869.873.046.870;-0.0483551025390625;9.223.596.191.406.270;;;10.000.000.001
2019-11-07T19:00:00+01:00;44.5,11.0;2019-11-05T01:00:00+01:00;803.821.716.308.596;8.481.301.879.882.830;2.578.125;9.784.040.451.049.800;74590416.0;18.063.360.000.000.000;23.059.806.302.189.800;-2.285.369.873.046.870;-0.0483551025390625;8.161.096.191.406.270;;;10.000.000.001
2019-11-07T19:00:00+01:00;44.5,11.5;2019-11-05T01:00:00+01:00;916.321.716.308.596;9.793.801.879.882.830;24.375;9.640.290.451.049.800;77127888.0;17.702.912.000.000.000;21.809.806.302.189.800;-1.191.619.873.046.870;-18.139.801.025.390.600;9.254.846.191.406.270;;;9.700.000.001
2019-11-07T19:00:00+01:00;45.5,12.0;2019-11-05T01:00:00+01:00;903.821.716.308.596;9.825.051.879.882.830;11.671.875;9.671.540.451.049.800;80632016.0;16.588.800.000.000.000;10.091.056.302.189.800;-0.972869873046875;-0.3296051025390625;9.317.346.191.406.270;;;10.000.000.001
2019-11-07T19:00:00+01:00;45.0,12.0;2019-11-05T01:00:00+01:00;1.000.696.716.308.590;10.387.551.879.882.800;41.484.375;9.465.290.451.049.800;78477520.0;18.675.712.000.000.000;24.622.306.302.189.800;-2.441.619.873.046.870;0.3266448974609375;9.567.346.191.406.270;;;8.450.000.001
2019-11-07T22:00:00+01:00;45.5,11.0;2019-11-05T01:00:00+01:00;8.274.392.700.195.330;9.478.326.416.015.640;9.984.375;8.557.360.649.108.880;77955504.0;17.068.032.000.000.000;11.077.218.759.804.900;-918.609.619.140.625;-62.069.091.796.875;7.175.637.817.382.830;;;10.000.000.001
2019-11-07T22:00:00+01:00;45.5,12.5;2019-11-05T01:00:00+01:00;13.743.142.700.195.300;12.197.076.416.015.600;11.265.625;8.463.610.649.108.880;82065840.0;20.416.512.000.000.000;5.374.093.759.804.960;-327.984.619.140.625;-42.381.591.796.875;9.675.637.817.382.830;;;9.900.000.001
2019-11-07T22:00:00+01:00;45.5,10.5;2019-11-05T01:00:00+01:00;9.836.892.700.195.330;10.353.326.416.015.600;239.375;8.707.360.649.108.880;82629040.0;14.372.864.000.000.000;5.514.718.759.804.960;-249.859.619.140.625;-49.256.591.796.875;8.300.637.817.382.830;;;10.000.000.001
2019-11-07T22:00:00+01:00;45.0,11.0;2019-11-05T01:00:00+01:00;10.149.392.700.195.300;10.478.326.416.015.600;7.203.125;9.410.485.649.108.880;86260144.0;14.665.728.000.000.000;8.186.593.759.804.960;-768.609.619.140.625;-28.162.841.796.875;9.550.637.817.382.830;;;10.000.000.001
2019-11-07T22:00:00+01:00;45.0,12.0;2019-11-05T01:00:00+01:00;10.305.642.700.195.300;10.415.826.416.015.600;41.484.375;9.922.985.649.108.880;82229680.0;18.673.664.000.000.000;4.233.468.759.804.960;-237.359.619.140.625;-35.037.841.796.875;10.331.887.817.382.800;;;9.500.000.001
2019-11-07T22:00:00+01:00;44.5,11.5;2019-11-05T01:00:00+01:00;8.805.642.700.195.330;10.040.826.416.015.600;24.296.875;8.041.735.649.108.880;80570800.0;17.702.912.000.000.000;3.999.093.759.804.960;-306.109.619.140.625;25.587.158.203.125;6.831.887.817.382.830;;;9.350.000.001
2019-11-07T22:00:00+01:00;44.5,12.0;2019-11-05T01:00:00+01:00;9.274.392.700.195.330;10.384.576.416.015.600;284.375;8.097.985.649.108.880;80785840.0;19.742.720.000.000.000;4.217.843.759.804.960;-349.859.619.140.625;23.555.908.203.125;7.269.387.817.382.830;;;7.600.000.001
2019-11-07T22:00:00+01:00;45.5,12.0;2019-11-05T01:00:00+01:00;9.524.392.700.195.330;10.134.576.416.015.600;117.890.625;9.513.610.649.108.880;84273584.0;16.590.848.000.000.000;5.342.843.759.804.960;-384.234.619.140.625;-37.069.091.796.875;9.394.387.817.382.830;;;10.000.000.001
2019-11-07T22:00:00+01:00;45.5,11.5;2019-11-05T01:00:00+01:00;9.274.392.700.195.330;9.728.326.416.015.640;1.609.375;9.529.235.649.108.880;82205104.0;14.710.784.000.000.000;3.889.718.759.804.960;-109.234.619.140.625;-37.381.591.796.875;8.988.137.817.382.830;;;10.000.000.001
2019-11-07T22:00:00+01:00;44.5,12.5;2019-11-05T01:00:00+01:00;17.649.392.700.195.300;17.165.826.416.015.600;131.796.875;6.247.985.649.108.880;83382704.0;18.411.520.000.000.000;9.108.468.759.804.960;-199.859.619.140.625;88.868.408.203.125;9.925.637.817.382.830;;;41.500.000.009.999.900
2019-11-07T22:00:00+01:00;45.0,10.5;2019-11-05T01:00:00+01:00;9.899.392.700.195.330;10.134.576.416.015.600;33.515.625;9.429.235.649.108.880;85252528.0;13.688.832.000.000.000;7.655.343.759.804.960;-756.109.619.140.625;-11.912.841.796.875;9.269.387.817.382.830;;;10.000.000.001
2019-11-07T22:00:00+01:00;44.5,10.5;2019-11-05T01:00:00+01:00;8.399.392.700.195.330;9.509.576.416.015.640;58.515.625;7.166.735.649.108.880;71418288.0;22.327.296.000.000.000;4.842.843.759.804.960;-256.109.619.140.625;41.212.158.203.125;4.675.637.817.382.830;;;10.000.000.001
2019-11-07T22:00:00+01:00;44.5,11.0;2019-11-05T01:00:00+01:00;8.118.142.700.195.330;10.384.576.416.015.600;25.859.375;7.216.735.649.108.880;78105008.0;18.063.360.000.000.000;6.045.968.759.804.960;-121.734.619.140.625;59.180.908.203.125;5.581.887.817.382.830;;;10.000.000.001
2019-11-07T22:00:00+01:00;45.0,11.5;2019-11-05T01:00:00+01:00;10.274.392.700.195.300;10.322.076.416.015.600;5.0;9.382.360.649.108.880;84462000.0;15.632.384.000.000.000;7.217.843.759.804.960;-631.109.619.140.625;-35.194.091.796.875;9.363.137.817.382.830;;;9.650.000.001
2019-11-07T22:00:00+01:00;45.0,12.5;2019-11-05T01:00:00+01:00;16.461.892.700.195.300;14.572.076.416.015.600;32.421.875;7.847.985.649.108.880;82362800.0;21.344.256.000.000.000;4.217.843.759.804.960;118.890.380.859.375;40.430.908.203.125;10.863.137.817.382.800;;;48.000.000.009.999.900
2019-11-07T13:00:00+01:00;45.0,10.5;2019-11-05T01:00:00+01:00;14.809.350.585.937.500;10.755.242.919.921.800;27.265.625;8.980.352.210.998.530;74065472.0;12.013.568.000.000.000;34.493.268.691.003.300;-33.986.663.818.359.300;-0.605804443359375;913.068.542.480.471;;;9.350.000.001
2019-11-07T13:00:00+01:00;45.0,12.5;2019-11-05T01:00:00+01:00;17.434.350.585.937.500;9.598.992.919.921.890;3.234.375;9.689.727.210.998.530;71312960.0;19.118.080.000.000.000;27.930.768.691.003.300;27.575.836.181.640.600;-0.480804443359375;913.068.542.480.471;;;9.500.000.001
2019-11-07T13:00:00+01:00;45.5,11.5;2019-11-05T01:00:00+01:00;15.340.600.585.937.500;13.223.992.919.921.800;154.609.375;8.433.477.210.998.530;72058432.0;11.923.456.000.000.000;4.089.951.869.100.330;-31.799.163.818.359.300;-2.590.179.443.359.370;1.063.068.542.480.470;;;23.500.000.009.999.900
2019-11-07T13:00:00+01:00;44.5,10.5;2019-11-05T01:00:00+01:00;16.278.100.585.937.500;12.817.742.919.921.800;58.515.625;6.783.477.210.998.530;61728320.0;19.464.192.000.000.000;4.339.951.869.100.330;-39.299.163.818.359.300;-1.824.554.443.359.370;700.568.542.480.471;;;39.500.000.009.999.900
2019-11-07T13:00:00+01:00;45.5,11.0;2019-11-05T01:00:00+01:00;14.653.100.585.937.500;12.380.242.919.921.800;73.203.125;8.164.727.210.998.530;67276352.0;14.989.312.000.000.000;4.933.701.869.100.330;-0.8361663818359375;4.862.945.556.640.620;934.943.542.480.471;;;38.000.000.009.999.900
2019-11-07T13:00:00+01:00;44.5,12.0;2019-11-05T01:00:00+01:00;17.715.600.585.937.500;12.317.742.919.921.800;284.375;8.330.352.210.998.530;70819392.0;17.160.192.000.000.000;4.636.826.869.100.330;-46.174.163.818.359.300;0.050445556640625;956.818.542.480.471;;;8.300.000.001
2019-11-07T13:00:00+01:00;45.0,11.5;2019-11-05T01:00:00+01:00;15.684.350.585.937.500;9.942.742.919.921.890;49.921.875;9.302.227.210.998.530;73307712.0;13.420.544.000.000.000;35.899.518.691.003.300;20.388.336.181.640.600;-2.949.554.443.359.370;888.068.542.480.471;;;9.900.000.001
2019-11-07T13:00:00+01:00;45.5,10.5;2019-11-05T01:00:00+01:00;15.403.100.585.937.500;11.848.992.919.921.800;146.640.625;7.824.102.210.998.530;71632448.0;12.382.208.000.000.000;30.430.768.691.003.300;-28.361.663.818.359.300;1.050.445.556.640.620;819.318.542.480.471;;;7.250.000.001
2019-11-07T13:00:00+01:00;44.5,11.0;2019-11-05T01:00:00+01:00;13.621.850.585.937.500;9.473.992.919.921.890;2.578.125;9.061.602.210.998.530;67618368.0;16.199.680.000.000.000;39.962.018.691.003.300;-0.2736663818359375;-3.980.804.443.359.370;800.568.542.480.471;;;8.350.000.001
2019-11-07T13:00:00+01:00;45.5,12.0;2019-11-05T01:00:00+01:00;17.278.100.585.937.500;11.755.242.919.921.800;11.671.875;9.417.852.210.998.530;74120768.0;13.950.976.000.000.000;30.274.518.691.003.300;-25.861.663.818.359.300;1.566.070.556.640.620;1.084.943.542.480.470;;;8.500.000.001
2019-11-07T13:00:00+01:00;45.0,11.0;2019-11-05T01:00:00+01:00;15.028.100.585.937.500;10.067.742.919.921.800;71.328.125;9.386.602.210.998.530;74956352.0;12.687.360.000.000.000;26.993.268.691.003.300;16.950.836.181.640.600;-2.105.804.443.359.370;909.943.542.480.471;;;8.950.000.001
2019-11-07T13:00:00+01:00;45.0,12.0;2019-11-05T01:00:00+01:00;16.090.600.585.937.500;10.067.742.919.921.800;41.484.375;9.445.977.210.998.530;71237184.0;16.551.936.000.000.000;28.399.518.691.003.300;-0.5236663818359375;-2.793.304.443.359.370;919.318.542.480.471;;;9.450.000.001
2019-11-07T13:00:00+01:00;44.5,12.5;2019-11-05T01:00:00+01:00;17.653.100.585.937.500;12.442.742.919.921.800;12.984.375;8.924.102.210.998.530;73387584.0;15.468.544.000.000.000;36.680.768.691.003.300;-30.549.163.818.359.300;2.050.445.556.640.620;1.072.443.542.480.470;;;47.500.000.009.999.900
2019-11-07T13:00:00+01:00;45.5,12.5;2019-11-05T01:00:00+01:00;18.059.350.585.937.500;12.942.742.919.921.800;11.125;8.639.727.210.998.530;72193600.0;17.541.120.000.000.000;22.930.768.691.003.300;22.888.336.181.640.600;0.284820556640625;1.072.443.542.480.470;;;17.000.000.009.999.900
2019-11-07T13:00:00+01:00;44.5,11.5;2019-11-05T01:00:00+01:00;15.934.350.585.937.500;11.005.242.919.921.800;24.296.875;9.045.977.210.998.530;69985856.0;16.130.048.000.000.000;4.230.576.869.100.330;-34.299.163.818.359.300;-2.480.804.443.359.370;950.568.542.480.471;;;10.000.000.001
2019-11-05T10:00:00+01:00;45.0,11.0;2019-11-05T01:00:00+01:00;1.490.064.392.089.840;10.380.426.025.390.600;319.921.875;9.754.084.491.729.730;11651123.0;9.072.640.000.000.000;30.111.905.969.679.300;0.86309814453125;-288.671.875;1.271.460.876.464.840;;;9.150.000.001
2019-11-05T10:00:00+01:00;44.5,12.5;2019-11-05T01:00:00+01:00;1.765.064.392.089.840;17.935.113.525.390.600;10.546.875;7.913.459.491.729.730;11337011.0;14.714.880.000.000.000;7.245.565.596.967.930;181.622.314.453.125;701.953.125;1.490.210.876.464.840;;;9.800.000.001
2019-11-05T10:00:00+01:00;45.5,11.5;2019-11-05T01:00:00+01:00;1.290.064.392.089.840;11.220.269.775.390.600;689.453.125;9.785.334.491.729.730;11917107.0;3.051.520.000.000.000;4.433.065.596.967.930;-262.127.685.546.875;-358.984.375;1.227.710.876.464.840;;;10.000.000.001
2019-11-05T10:00:00+01:00;45.5,12.0;2019-11-05T01:00:00+01:00;1.533.814.392.089.840;11.991.754.150.390.600;4.466.796.875;9.854.084.491.729.730;11605811.0;8.586.240.000.000.000;4.401.815.596.967.930;-355.877.685.546.875;-260.546.875;1.321.460.876.464.840;;;9.000.000.001
2019-11-05T10:00:00+01:00;45.5,10.5;2019-11-05T01:00:00+01:00;1.215.064.392.089.840;11.173.394.775.390.600;727.734.375;9.638.459.491.729.730;11747635.0;15.820.800.000.000.000;4.651.815.596.967.930;333.184.814.453.125;-323.046.875;1.174.585.876.464.840;;;10.000.000.001
2019-11-05T10:00:00+01:00;45.5,12.5;2019-11-05T01:00:00+01:00;1.674.439.392.089.840;15.970.269.775.390.600;265.625;9.382.209.491.729.730;11531059.0;12.743.680.000.000.000;37.768.155.969.679.300;-176.190.185.546.875;-333.984.375;1.427.710.876.464.840;;;7.500.000.001
2019-11-05T10:00:00+01:00;45.0,12.0;2019-11-05T01:00:00+01:00;1.674.439.392.089.840;12.966.363.525.390.600;0.046875;7.988.459.491.729.730;11028275.0;12.221.440.000.000.000;9.198.690.596.967.930;267.559.814.453.125;880.078.125;1.380.835.876.464.840;;;15.000.000.009.999.900
2019-11-05T10:00:00+01:00;45.0,12.5;2019-11-05T01:00:00+01:00;1.755.689.392.089.840;16.503.472.900.390.600;0.265625;7.007.209.491.729.730;10890035.0;17.843.200.000.000.000;13.901.815.596.967.900;383.184.814.453.125;1.336.328.125;1.340.210.876.464.840;;;62.500.000.009.999.900
2019-11-05T10:00:00+01:00;44.5,11.0;2019-11-05T01:00:00+01:00;1.421.314.392.089.840;9.015.191.650.390.640;0.18359375;9.735.334.491.729.730;10537011.0;16.865.280.000.000.000;4.542.440.596.967.930;240.997.314.453.125;-385.546.875;1.093.335.876.464.840;;;8.750.000.001
2019-11-05T10:00:00+01:00;44.5,12.0;2019-11-05T01:00:00+01:00;1.990.064.392.089.840;12.304.254.150.390.600;0.0;5.663.459.491.729.730;10578483.0;16.056.320.000.000.000;9.792.440.596.967.930;253.497.314.453.125;945.703.125;1.096.460.876.464.840;;;9.800.000.001
2019-11-05T10:00:00+01:00;44.5,10.5;2019-11-05T01:00:00+01:00;1.640.064.392.089.840;7.634.332.275.390.640;221.875;6.469.709.491.729.730;10533427.0;18.201.600.000.000.000;13.604.940.596.967.900;953.497.314.453.125;970.703.125;990.210.876.464.846;;;5.000.000.009.999.990
